Equipes;Joueurs;Position;Matchs Joués;Buts Marqués;Buts Assités;Nbre Minutes Jouées;Buts Comptés;Victoires;Défaites;Tirs Subits;Buts Alloués
New York Rangers;John Gilmour\gilmojo01;D;20;2;3;0;0;0;0;0;0
Boston Bruins;Brian Gionta\giontbr01;AD;12;2;4;0;0;0;0;0;0
Calgary Flames;Mark Giordano\giordma01;D;75;13;24;0;0;0;0;0;0
Toronto Maple Leafs;Samuel Girard\girarsa01;D;65;3;18;0;0;0;0;0;0
Colorado Avalanche;Samuel Girard\girarsa01;D;60;2;16;0;0;0;0;0;0
Nashville Predators;Samuel Girard\girarsa01;D;5;1;2;0;0;0;0;0;0
Tampa Bay Lightning;Dan Girardi\girarda01;D;69;4;10;0;0;0;0;0;0
Buffalo Sabres;Zemgus Girgensons\girgeze01;C;66;7;5;0;0;0;0;0;0
Philadelphia Flyers;Claude Giroux\giroucl01;C;75;26;64;0;0;0;0;0;0
Calgary Flames;Tanner Glass\glassta01;AG;10;0;0;0;0;0;0;0;0
Detroit Red Wings;Luke Glendening\glendlu01;AD;62;9;8;0;0;0;0;0;0
Vancouver Canucks;Nikolay Goldobin\goldoni01;AD;31;5;5;0;0;0;0;0;0
Arizona Coyotes;Alex Goligoski\goligal01;D;70;11;22;0;0;0;0;0;0
San Jose Sharks;Barclay Goodrow\goodrba01;AD;44;7;5;0;0;0;0;0;0
Buffalo Sabres;Josh Gorges\gorgejo01;D;31;0;2;0;0;0;0;0;0
Philadelphia Flyers;Shayne Gostisbehere\gostish01;D;71;13;42;0;0;0;0;0;0
Philadelphia Flyers;Tyrell Goulbourne\goulbty01;AG;9;0;0;0;0;0;0;0;0
Tampa Bay Lightning;Yanni Gourde\gourdya01;C;74;24;34;0;0;0;0;0;0
Toronto Maple Leafs;Michael Grabner\grabnmi01;AD;72;27;7;0;0;0;0;0;0
New York Rangers;Michael Grabner\grabnmi01;AD;59;25;6;0;0;0;0;0;0
New Jersey Devils;Michael Grabner\grabnmi01;AD;13;2;1;0;0;0;0;0;0
Vancouver Canucks;Markus Granlund\granlma01;C;53;8;4;0;0;0;0;0;0
Minnesota Wild;Mikael Granlund\granlmi01;AD;68;19;39;0;0;0;0;0;0
Anaheim Ducks;Derek Grant\grantde01;C;59;11;12;0;0;0;0;0;0
Washington Capitals;Tyler Graovac\graovty01;C;5;0;0;0;0;0;0;0;0
Los Angeles Kings;Kevin Gravel\graveke01;D;14;0;3;0;0;0;0;0;0
Detroit Red Wings;Mike Green\greenmi03;D;66;8;25;0;0;0;0;0;0
New Jersey Devils;Andy Greene\greenan01;D;73;3;9;0;0;0;0;0;0
Colorado Avalanche;A.J. Greer\greeraj01;AG;17;0;3;0;0;0;0;0;0
Buffalo Sabres;Seth Griffith\griffse01;C;21;2;1;0;0;0;0;0;0
Colorado Avalanche;Rocco Grimaldi\grimaro01;C;6;1;2;0;0;0;0;0;0
Edmonton Oilers;Eric Gryba\grybaer01;D;21;0;2;0;0;0;0;0;0
Boston Bruins;Matt Grzelcyk\grzelma01;D;53;3;11;0;0;0;0;0;0
Philadelphia Flyers;Radko Gudas\gudasra01;D;63;2;12;0;0;0;0;0;0
Vancouver Canucks;Erik Gudbranson\gudbrer01;D;52;2;3;0;0;0;0;0;0
Pittsburgh Penguins;Jake Guentzel\guentja01;C;75;21;24;0;0;0;0;0;0
Buffalo Sabres;Brendan Guhle\guhlebr01;D;11;0;1;0;0;0;0;0;0
St. Louis Blues;Carl Gunnarsson\gunnaca01;D;63;5;4;0;0;0;0;0;0
Chicago Blackhawks;Erik Gustafsson\gustaer02;D;28;3;8;0;0;0;0;0;0
Florida Panthers;Henrik Haapala\haapahe01;AG;5;0;1;0;0;0;0;0;0
Pittsburgh Penguins;Carl Hagelin\hagelca01;AG;74;9;19;0;0;0;0;0;0
Philadelphia Flyers;Robert Hagg\haggro01;D;70;3;6;0;0;0;0;0;0
Toronto Maple Leafs;Ron Hainsey\hainsro01;D;72;4;18;0;0;0;0;0;0
Florida Panthers;Micheal Haley\haleymi01;AG;69;3;6;0;0;0;0;0;0
New Jersey Devils;Taylor Hall\hallta02;AG;69;33;48;0;0;0;0;0;0
Dallas Stars;Dan Hamhuis\hamhuda01;D;73;3;19;0;0;0;0;0;0
Calgary Flames;Dougie Hamilton\hamildo01;D;75;16;27;0;0;0;0;0;0
Toronto Maple Leafs;Freddie Hamilton\hamilfr01;C;16;0;1;0;0;0;0;0;0
Arizona Coyotes;Freddie Hamilton\hamilfr01;C;8;0;0;0;0;0;0;0;0
Calgary Flames;Freddie Hamilton\hamilfr01;C;8;0;1;0;0;0;0;0;0
Calgary Flames;Travis Hamonic\hamontr01;D;71;1;10;0;0;0;0;0;0
Carolina Hurricanes;Noah Hanifin\hanifno01;D;71;8;21;0;0;0;0;0;0
Arizona Coyotes;Joel Hanley\hanlejo01;D;4;0;0;0;0;0;0;0;0
Columbus Blue Jackets;Markus Hannikainen\hannima01;AG;29;2;2;0;0;0;0;0;0
San Jose Sharks;Jannik Hansen\hanseja01;AD;41;1;10;0;0;0;0;0;0
Dallas Stars;Martin Hanzal\hanzama01;C;38;5;5;0;0;0;0;0;0
Ottawa Senators;Ben Harpur\harpube01;D;36;0;1;0;0;0;0;0;0
Columbus Blue Jackets;Scott Harrington\harrisc01;D;31;2;2;0;0;0;0;0;0
Toronto Maple Leafs;Ryan Hartman\hartmry01;AD;69;11;20;0;0;0;0;0;0
Chicago Blackhawks;Ryan Hartman\hartmry01;AG;57;8;17;0;0;0;0;0;0
Nashville Predators;Ryan Hartman\hartmry01;AD;12;3;3;0;0;0;0;0;0
Nashville Predators;Scott Hartnell\hartnsc01;AG;56;13;10;0;0;0;0;0;0
Calgary Flames;Garnet Hathaway\hathaga01;AD;52;2;9;0;0;0;0;0;0
Vegas Golden Knights;Erik Haula\haulaer01;AG;69;28;24;0;0;0;0;0;0
Chicago Blackhawks;John Hayden\haydejo01;AD;46;4;9;0;0;0;0;0;0
New Jersey Devils;Jimmy Hayes\hayesji01;AD;32;3;6;0;0;0;0;0;0
New York Rangers;Kevin Hayes\hayeske01;AD;68;21;16;0;0;0;0;0;0
Dallas Stars;Dillon Heatherington\heathdi01;D;5;0;1;0;0;0;0;0;0
Tampa Bay Lightning;Victor Hedman\hedmavi01;D;69;14;41;0;0;0;0;0;0
San Jose Sharks;Tim Heed\heedti01;D;29;3;8;0;0;0;0;0;0
Boston Bruins;Danton Heinen\heineda01;C;68;13;29;0;0;0;0;0;0
Detroit Red Wings;Darren Helm\helmda01;AG;67;9;16;0;0;0;0;0;0
Montreal Canadiens;Ales Hemsky\hemskal01;AD;7;0;0;0;0;0;0;0;0
Winnipeg Jets;Matt Hendricks\hendrma01;AG;60;5;8;0;0;0;0;0;0
Toronto Maple Leafs;Adam Henrique\henriad01;C;74;20;23;0;0;0;0;0;0
Anaheim Ducks;Adam Henrique\henriad01;C;50;16;13;0;0;0;0;0;0
New Jersey Devils;Adam Henrique\henriad01;C;24;4;10;0;0;0;0;0;0
San Jose Sharks;Tomas Hertl\hertlto01;C;71;20;23;0;0;0;0;0;0
Detroit Red Wings;Joe Hicketts\hickejo01;D;1;0;0;0;0;0;0;0;0
New York Islanders;Thomas Hickey\hicketh01;D;61;4;16;0;0;0;0;0;0
Chicago Blackhawks;Matthew Highmore\highmma01;AG;11;2;0;0;0;0;0;0;0
Chicago Blackhawks;Vinnie Hinostroza\hinosvi01;AG;43;7;17;0;0;0;0;0;0
New Jersey Devils;Nico Hischier\hischni01;C;74;17;31;0;0;0;0;0;0
Arizona Coyotes;Niklas Hjalmarsson\hjalmni01;D;48;1;8;0;0;0;0;0;0
New York Islanders;Joshua Ho-Sang\hosanjo01;AD;22;2;10;0;0;0;0;0;0
Ottawa Senators;Mike Hoffman\hoffmmi02;AG;73;22;29;0;0;0;0;0;0
Toronto Maple Leafs;Nick Holden\holdeni01;D;66;3;13;0;0;0;0;0;0
New York Rangers;Nick Holden\holdeni01;D;55;3;9;0;0;0;0;0;0
Boston Bruins;Nick Holden\holdeni01;D;11;0;4;0;0;0;0;0;0
Toronto Maple Leafs;Justin Holl\hollju01;D;2;2;0;0;0;0;0;0;0
New York Rangers;Peter Holland\hollape01;C;20;1;3;0;0;0;0;0;0
Vancouver Canucks;Philip Holm\holmph01;D;1;0;0;0;0;0;0;0;0
Anaheim Ducks;Korbinian Holzer\holzeko01;D;16;0;0;0;0;0;0;0;0
Dallas Stars;Julius Honka\honkaju01;D;37;1;3;0;0;0;0;0;0
Pittsburgh Penguins;Patric Hornqvist\hornqpa01;AD;63;23;17;0;0;0;0;0;0
Vancouver Canucks;Bo Horvat\horvabo01;C;57;20;20;0;0;0;0;0;0
Calgary Flames;Marek Hrivik\hrivima01;AG;3;0;0;0;0;0;0;0;0
Florida Panthers;Jonathan Huberdeau\huberjo01;AG;72;23;41;0;0;0;0;0;0
Montreal Canadiens;Charles Hudon\hudonch01;AG;68;8;20;0;0;0;0;0;0
Vegas Golden Knights;Brad Hunt\huntbr01;D;40;3;15;0;0;0;0;0;0
Florida Panthers;Dryden Hunt\huntdr01;AG;11;0;1;0;0;0;0;0;0
Pittsburgh Penguins;Matt Hunwick\hunwima01;D;39;4;5;0;0;0;0;0;0
Vancouver Canucks;Ben Hutton\huttobe01;D;59;0;6;0;0;0;0;0;0
Vegas Golden Knights;Tomas Hyka\hykato01;AD;10;1;2;0;0;0;0;0;0
Toronto Maple Leafs;Zach Hyman\hymanza01;C;74;14;23;0;0;0;0;0;0
Los Angeles Kings;Alex Iafallo\iafalal01;C;72;9;16;0;0;0;0;0;0
Nashville Predators;Matt Irwin\irwinma01;D;43;2;6;0;0;0;0;0;0
Calgary Flames;Jaromir Jagr\jagrja01;AD;22;1;6;0;0;0;0;0;0
Calgary Flames;Mark Jankowski\jankoma01;C;65;13;8;0;0;0;0;0;0
Dallas Stars;Mattias Janmark\janmama02;C;74;18;15;0;0;0;0;0;0
Nashville Predators;Calle Jarnkrok\jarnkca01;C;68;16;19;0;0;0;0;0;0
Ottawa Senators;Christian Jaros\jarosch01;D;2;0;0;0;0;0;0;0;0
St. Louis Blues;Dmitrij Jaskin\jaskidm01;AD;68;6;11;0;0;0;0;0;0
Columbus Blue Jackets;Boone Jenner\jennebo01;C;68;11;17;0;0;0;0;0;0
Detroit Red Wings;Nick Jensen\jenseni02;D;73;0;13;0;0;0;0;0;0
Toronto Maple Leafs;Jakub Jerabek\jerabja01;D;31;1;4;0;0;0;0;0;0
Montreal Canadiens;Jakub Jerabek\jerabja01;D;25;1;3;0;0;0;0;0;0
Washington Capitals;Jakub Jerabek\jerabja01;D;6;0;1;0;0;0;0;0;0
Nashville Predators;Ryan Johansen\johanry01;C;70;12;34;0;0;0;0;0;0
New Jersey Devils;Marcus Johansson\johanma03;AG;29;5;9;0;0;0;0;0;0
Dallas Stars;Stephen Johns\johnsst03;D;72;8;7;0;0;0;0;0;0
Colorado Avalanche;Erik Johnson\johnser01;D;59;8;15;0;0;0;0;0;0
Columbus Blue Jackets;Jack Johnson\johnsja02;D;74;3;7;0;0;0;0;0;0
Tampa Bay Lightning;Tyler Johnson\johnsty01;C;73;21;28;0;0;0;0;0;0
Toronto Maple Leafs;Andreas Johnsson\johnsan01;AG;4;1;0;0;0;0;0;0;0
New York Islanders;Ross Johnston\johnsro02;AG;17;3;3;0;0;0;0;0;0
Toronto Maple Leafs;Jussi Jokinen\jokinju01;AG;53;3;6;0;0;0;0;0;0
Los Angeles Kings;Jussi Jokinen\jokinju01;AG;18;1;4;0;0;0;0;0;0
Edmonton Oilers;Jussi Jokinen\jokinju01;AG;14;0;1;0;0;0;0;0;0
Columbus Blue Jackets;Jussi Jokinen\jokinju01;AG;14;0;1;0;0;0;0;0;0
Vancouver Canucks;Jussi Jokinen\jokinju01;AG;7;2;0;0;0;0;0;0;0
Columbus Blue Jackets;Seth Jones\jonesse01;D;72;15;35;0;0;0;0;0;0
Toronto Maple Leafs;Josh Jooris\joorijo01;AD;35;3;3;0;0;0;0;0;0
Carolina Hurricanes;Josh Jooris\joorijo01;AD;31;3;3;0;0;0;0;0;0
Pittsburgh Penguins;Josh Jooris\joorijo01;AD;4;0;0;0;0;0;0;0;0
Buffalo Sabres;Jacob Josefson\josefja01;C;39;2;2;0;0;0;0;0;0
Nashville Predators;Roman Josi\josiro01;D;66;10;37;0;0;0;0;0;0
Colorado Avalanche;Tyson Jost\jostty01;C;57;9;10;0;0;0;0;0;0
Chicago Blackhawks;Tomas Jurco\jurcoto01;AG;24;4;4;0;0;0;0;0;0
Montreal Canadiens;Noah Juulsen\juulsno01;D;16;1;0;0;0;0;0;0;0
Toronto Maple Leafs;Nazem Kadri\kadrina01;C;72;28;22;0;0;0;0;0;0
Colorado Avalanche;Vladislav Kamenev\kamenvl01;AG;3;0;0;0;0;0;0;0;0
Chicago Blackhawks;David Kampf\kampfda01;C;39;4;7;0;0;0;0;0;0
New York Rangers;Steven Kampfer\kampfst01;D;22;0;1;0;0;0;0;0;0
Toronto Maple Leafs;Evander Kane\kaneev01;AG;72;25;25;0;0;0;0;0;0
Buffalo Sabres;Evander Kane\kaneev01;AG;61;20;20;0;0;0;0;0;0
San Jose Sharks;Evander Kane\kaneev01;AG;11;5;5;0;0;0;0;0;0
Chicago Blackhawks;Patrick Kane\kanepa01;AD;75;25;46;0;0;0;0;0;0
Toronto Maple Leafs;Kasperi Kapanen\kapanka01;AD;31;6;2;0;0;0;0;0;0
Ottawa Senators;Erik Karlsson\karlser01;D;66;8;48;0;0;0;0;0;0
San Jose Sharks;Melker Karlsson\karlsme01;C;65;8;9;0;0;0;0;0;0
Vegas Golden Knights;William Karlsson\karlswi01;C;74;39;27;0;0;0;0;0;0
Anaheim Ducks;Ondrej Kase\kaseon01;AD;59;18;16;0;0;0;0;0;0
Edmonton Oilers;Zack Kassian\kassiza01;AD;68;7;10;0;0;0;0;0;0
Chicago Blackhawks;Duncan Keith\keithdu01;D;75;1;30;0;0;0;0;0;0
Arizona Coyotes;Clayton Keller\kellecl01;AG;74;21;36;0;0;0;0;0;0
Anaheim Ducks;Chris Kelly\kellych01;C;11;0;2;0;0;0;0;0;0
Los Angeles Kings;Adrian Kempe\kempead01;AG;74;16;19;0;0;0;0;0;0
Arizona Coyotes;Mario Kempe\kempema01;AD;18;2;2;0;0;0;0;0;0
Toronto Maple Leafs;Michal Kempny\kempnmi01;D;45;1;6;0;0;0;0;0;0
Chicago Blackhawks;Michal Kempny\kempnmi01;D;31;1;6;0;0;0;0;0;0
Washington Capitals;Michal Kempny\kempnmi01;D;14;0;0;0;0;0;0;0;0
Anaheim Ducks;Nicolas Kerdiles\kerdini01;AG;2;0;0;0;0;0;0;0;0
Colorado Avalanche;Alexander Kerfoot\kerfoal01;C;71;17;21;0;0;0;0;0;0
Chicago Blackhawks;Tanner Kero\kerota01;AD;8;1;2;0;0;0;0;0;0
Anaheim Ducks;Ryan Kesler\keslery01;C;37;7;3;0;0;0;0;0;0
Pittsburgh Penguins;Phil Kessel\kesseph01;AD;75;30;53;0;0;0;0;0;0
Edmonton Oilers;Jujhar Khaira\khairju01;AG;61;11;9;0;0;0;0;0;0
Tampa Bay Lightning;Alex Killorn\killoal01;AG;74;14;28;0;0;0;0;0;0
Edmonton Oilers;Oscar Klefbom\klefbos01;D;66;5;16;0;0;0;0;0;0
Calgary Flames;Morgan Klimchuk\klimcmo01;AG;1;0;0;0;0;0;0;0;0
Dallas Stars;John Klingberg\klingjo01;D;75;7;54;0;0;0;0;0;0
Minnesota Wild;Justin Kloos\kloosju01;C;1;0;0;0;0;0;0;0;0
Tampa Bay Lightning;Slater Koekkoek\koekksl01;D;33;4;4;0;0;0;0;0;0
Minnesota Wild;Mikko Koivu\koivumi01;C;73;13;27;0;0;0;0;0;0
Toronto Maple Leafs;Leo Komarov\komarle01;C;71;7;12;0;0;0;0;0;0
Philadelphia Flyers;Travis Konecny\konectr01;C;74;22;22;0;0;0;0;0;0
Los Angeles Kings;Anze Kopitar\kopitan01;C;75;33;53;0;0;0;0;0;0
Anaheim Ducks;Kalle Kossila\kossika01;AG;10;1;1;0;0;0;0;0;0
New York Rangers;Chris Kreider\kreidch01;AG;50;14;20;0;0;0;0;0;0
Boston Bruins;David Krejci\krejcda01;C;55;17;22;0;0;0;0;0;0
Detroit Red Wings;Niklas Kronwall\kronwni01;D;71;3;17;0;0;0;0;0;0
Boston Bruins;Torey Krug\krugto01;D;67;13;39;0;0;0;0;0;0
Carolina Hurricanes;Marcus Kruger\krugema01;C;48;1;5;0;0;0;0;0;0
Tampa Bay Lightning;Nikita Kucherov\kucheni01;AD;72;37;58;0;0;0;0;0;0
Pittsburgh Penguins;Tom Kuhnhackl\kuhnhto01;AD;62;2;6;0;0;0;0;0;0
Columbus Blue Jackets;Dean Kukan\kukande01;D;10;0;4;0;0;0;0;0;0
Calgary Flames;Brett Kulak\kulakbr01;D;64;2;6;0;0;0;0;0;0
New York Islanders;Nikolai Kulemin\kulemni01;AG;13;1;2;0;0;0;0;0;0
Winnipeg Jets;Dmitry Kulikov\kulikdm01;D;62;3;8;0;0;0;0;0;0
Minnesota Wild;Luke Kunin\kuninlu01;C;19;2;2;0;0;0;0;0;0
Tampa Bay Lightning;Chris Kunitz\kunitch01;AG;74;12;13;0;0;0;0;0;0
Carolina Hurricanes;Janne Kuokkanen\kuokkja01;C;4;0;0;0;0;0;0;0;0
Boston Bruins;Sean Kuraly\kuralse01;C;73;6;8;0;0;0;0;0;0
Washington Capitals;Evgeny Kuznetsov\kuzneev01;C;71;21;50;0;0;0;0;0;0
San Jose Sharks;Kevin Labanc\labanke01;AD;69;11;28;0;0;0;0;0;0
New York Islanders;Andrew Ladd\laddan01;AG;65;10;14;0;0;0;0;0;0
Los Angeles Kings;Paul Ladue\laduepa01;D;9;3;1;0;0;0;0;0;0
Los Angeles Kings;Brooks Laich\laichbr01;C;12;0;1;0;0;0;0;0;0
Winnipeg Jets;Patrik Laine\lainepa01;AD;74;43;25;0;0;0;0;0;0
Colorado Avalanche;Gabriel Landeskog\landega01;AG;70;24;33;0;0;0;0;0;0
New Jersey Devils;Nick Lappin\lappini01;AD;6;1;0;0;0;0;0;0;0
Detroit Red Wings;Dylan Larkin\larkidy01;C;74;11;42;0;0;0;0;0;0
Edmonton Oilers;Adam Larsson\larssad01;D;55;4;7;0;0;0;0;0;0
Buffalo Sabres;Johan Larsson\larssjo02;C;72;4;11;0;0;0;0;0;0
Detroit Red Wings;Brian Lashoff\lashobr01;D;1;0;0;0;0;0;0;0;0
Philadelphia Flyers;Scott Laughton\laughsc01;C;75;10;10;0;0;0;0;0;0
Calgary Flames;Curtis Lazar\lazarcu01;AD;58;2;7;0;0;0;0;0;0
New York Islanders;Nick Leddy\leddyni01;D;74;10;31;0;0;0;0;0;0
New York Islanders;Anders Lee\leean01;AG;74;38;20;0;0;0;0;0;0
Montreal Canadiens;Artturi Lehkonen\lehkoar01;AG;59;10;8;0;0;0;0;0;0
Philadelphia Flyers;Jori Lehtera\lehtejo01;C;55;3;5;0;0;0;0;0;0
Philadelphia Flyers;Taylor Leier\leierta01;AG;39;1;4;0;0;0;0;0;0
Toronto Maple Leafs;Brendan Leipsic\leipsbr01;AG;55;4;16;0;0;0;0;0;0
Vegas Golden Knights;Brendan Leipsic\leipsbr01;AG;44;2;11;0;0;0;0;0;0
Vancouver Canucks;Brendan Leipsic\leipsbr01;AG;11;2;5;0;0;0;0;0;0
Toronto Maple Leafs;Josh Leivo\leivojo01;AG;16;1;3;0;0;0;0;0;0
Winnipeg Jets;Brendan Lemieux\lemiebr01;AG;9;1;0;0;0;0;0;0;0
Montreal Canadiens;Brett Lernout\lernobr01;D;11;0;1;0;0;0;0;0;0
Pittsburgh Penguins;Kris Letang\letankr01;D;72;6;38;0;0;0;0;0;0
Toronto Maple Leafs;Mark Letestu\letesma01;C;73;9;12;0;0;0;0;0;0
Edmonton Oilers;Mark Letestu\letesma01;C;60;8;11;0;0;0;0;0;0
Columbus Blue Jackets;Mark Letestu\letesma01;C;13;1;1;0;0;0;0;0;0
New York Rangers;Vinni Lettieri\lettivi01;C;19;1;4;0;0;0;0;0;0
Los Angeles Kings;Trevor Lewis\lewistr01;C;61;14;11;0;0;0;0;0;0
Anaheim Ducks;Mike Liambas\liambmi01;AG;7;0;1;0;0;0;0;0;0
Vegas Golden Knights;Oscar Lindberg\lindbos02;C;57;7;2;0;0;0;0;0;0
Philadelphia Flyers;Oskar Lindblom\lindbos01;AG;16;2;1;0;0;0;0;0;0
Dallas Stars;Esa Lindell\lindees01;D;73;7;19;0;0;0;0;0;0
Colorado Avalanche;Anton Lindholm\lindhan01;D;47;0;4;0;0;0;0;0;0
Carolina Hurricanes;Elias Lindholm\lindhel01;C;73;15;26;0;0;0;0;0;0
Anaheim Ducks;Hampus Lindholm\lindhha01;D;62;11;17;0;0;0;0;0;0
Winnipeg Jets;Bryan Little\littlbr01;C;74;14;26;0;0;0;0;0;0
Calgary Flames;Ryan Lomberg\lombery01;AG;7;0;1;0;0;0;0;0;0
New Jersey Devils;Ben Lovejoy\lovejbe01;D;53;2;6;0;0;0;0;0;0
Winnipeg Jets;Adam Lowry\lowryad01;C;38;8;7;0;0;0;0;0;0
Edmonton Oilers;Milan Lucic\lucicmi01;AG;74;10;24;0;0;0;0;0;0
Pittsburgh Penguins;Olli Maatta\maattol01;D;75;7;20;0;0;0;0;0;0
Los Angeles Kings;Kurtis MacDermid\macdeku01;D;34;1;3;0;0;0;0;0;0
Philadelphia Flyers;Andrew MacDonald\macdoan01;D;59;6;13;0;0;0;0;0;0
Florida Panthers;Derek MacKenzie\mackede01;C;67;3;11;0;0;0;0;0;0
Colorado Avalanche;Nathan MacKinnon\mackina01;C;66;38;54;0;0;0;0;0;0
Florida Panthers;Denis Malgin\malgide01;C;45;10;8;0;0;0;0;0;0
Pittsburgh Penguins;Evgeni Malkin\malkiev01;C;71;41;50;0;0;0;0;0;0
Edmonton Oilers;Brad Malone\malonbr01;C;7;0;0;0;0;0;0;0;0
Florida Panthers;Maxim Mamin\maminma01;AG;18;2;0;0;0;0;0;0;0
Calgary Flames;Andrew Mangiapane\mangian01;AG;10;0;0;0;0;0;0;0;0
Philadelphia Flyers;Brandon Manning\mannibr01;D;58;6;10;0;0;0;0;0;0
Anaheim Ducks;Josh Manson\mansojo01;D;73;5;26;0;0;0;0;0;0
Detroit Red Wings;Anthony Mantha\manthan01;AD;72;23;19;0;0;0;0;0;0
Boston Bruins;Brad Marchand\marchbr03;AG;59;32;46;0;0;0;0;0;0
Vegas Golden Knights;Jon Marchessault\audymjo01;C;71;23;45;0;0;0;0;0;0
Toronto Maple Leafs;Martin Marincin\marinma01;D;2;0;0;0;0;0;0;0;0
Toronto Maple Leafs;Patrick Marleau\marlepa01;AG;74;23;17;0;0;0;0;0;0
Toronto Maple Leafs;Mitch Marner\marnemi01;C;74;20;43;0;0;0;0;0;0
Toronto Maple Leafs;Patrick Maroon\maroopa01;AG;67;16;22;0;0;0;0;0;0
Edmonton Oilers;Patrick Maroon\maroopa01;AG;57;14;16;0;0;0;0;0;0
New Jersey Devils;Patrick Maroon\maroopa01;AG;10;2;6;0;0;0;0;0;0
Philadelphia Flyers;Danick Martel\marteda01;AG;4;0;0;0;0;0;0;0;0
Toronto Maple Leafs;Matt Martin\martima02;AG;49;3;9;0;0;0;0;0;0
San Jose Sharks;Paul Martin\martipa01;D;6;0;2;0;0;0;0;0;0
Los Angeles Kings;Alec Martinez\martial01;D;70;7;14;0;0;0;0;0;0
Arizona Coyotes;Jordan Martinook\martijo01;AG;73;6;8;0;0;0;0;0;0
Chicago Blackhawks;Andreas Martinsen\martian01;AG;2;0;0;0;0;0;0;0;0
Florida Panthers;Mike Matheson\mathemi01;D;71;10;16;0;0;0;0;0;0
Vegas Golden Knights;Stefan Matteau\mattest02;C;8;0;1;0;0;0;0;0;0
Toronto Maple Leafs;Auston Matthews\matthau01;C;54;29;22;0;0;0;0;0;0
Winnipeg Jets;Shawn Matthias\matthsh01;AG;26;1;2;0;0;0;0;0;0
New York Islanders;Scott Mayfield\mayfisc01;D;43;2;10;0;0;0;0;0;0
Boston Bruins;Charlie McAvoy\mcavoch01;D;59;7;25;0;0;0;0;0;0
Buffalo Sabres;Jake McCabe\mccabja01;D;53;3;9;0;0;0;0;0;0
Florida Panthers;Jared McCann\mccanja01;C;59;8;15;0;0;0;0;0;0
Montreal Canadiens;Michael McCarron\mccarmi01;AD;11;0;0;0;0;0;0;0;0
Ottawa Senators;Max McCormick\mccorma01;AG;21;2;2;0;0;0;0;0;0
Florida Panthers;Ian McCoshen\mccosia01;D;37;3;1;0;0;0;0;0;0
Edmonton Oilers;Connor McDavid\mcdavco01;C;74;36;58;0;0;0;0;0;0
Toronto Maple Leafs;Ryan McDonagh\mcdonry01;D;55;4;25;0;0;0;0;0;0
New York Rangers;Ryan McDonagh\mcdonry01;D;49;2;24;0;0;0;0;0;0
Tampa Bay Lightning;Ryan McDonagh\mcdonry01;D;6;2;1;0;0;0;0;0;0
Carolina Hurricanes;Brock McGinn\mcginbr01;AG;73;13;13;0;0;0;0;0;0
Florida Panthers;Jamie McGinn\mcginja01;AG;66;11;11;0;0;0;0;0;0
Pittsburgh Penguins;Greg McKegg\mckeggr01;C;26;2;2;0;0;0;0;0;0
Dallas Stars;Curtis McKenzie\mckencu01;AG;6;0;2;0;0;0;0;0;0
Carolina Hurricanes;Roland McKeown\mckeoro01;D;4;0;2;0;0;0;0;0;0
Toronto Maple Leafs;Cody McLeod\mcleoco01;AG;45;1;3;0;0;0;0;0;0
Nashville Predators;Cody McLeod\mcleoco01;AG;23;1;1;0;0;0;0;0;0
New York Rangers;Cody McLeod\mcleoco01;AG;22;0;2;0;0;0;0;0;0
Vegas Golden Knights;Brayden McNabb\mcnabbr01;D;68;4;10;0;0;0;0;0;0
Boston Bruins;Adam McQuaid\mcquaad01;D;30;1;2;0;0;0;0;0;0
St. Louis Blues;Wade Megan\meganwa01;C;1;0;0;0;0;0;0;0;0
Anaheim Ducks;Jaycob Megna\megnaja02;D;14;0;1;0;0;0;0;0;0
Vancouver Canucks;Jayson Megna\megnaja01;C;1;0;0;0;0;0;0;0;0
San Jose Sharks;Timo Meier\meierti01;AD;73;19;12;0;0;0;0;0;0
Arizona Coyotes;Nicholas Merkley\merklni01;AD;1;0;0;0;0;0;0;0;0
Arizona Coyotes;Dakota Mermis\mermida01;D;7;0;0;0;0;0;0;0;0
Vegas Golden Knights;Jonathon Merrill\merrijo01;D;28;1;2;0;0;0;0;0;0
Montreal Canadiens;Victor Mete\metevi01;D;49;0;7;0;0;0;0;0;0
Dallas Stars;Marc Methot\methoma01;D;29;0;1;0;0;0;0;0;0
Columbus Blue Jackets;Sonny Milano\milanso01;AG;48;13;6;0;0;0;0;0;0
Vegas Golden Knights;Colin Miller\milleco02;D;74;10;29;0;0;0;0;0;0
Toronto Maple Leafs;J.T. Miller\millejt01;AG;74;20;32;0;0;0;0;0;0
New York Rangers;J.T. Miller\millejt01;AG;63;13;27;0;0;0;0;0;0
Tampa Bay Lightning;J.T. Miller\millejt01;AG;11;7;5;0;0;0;0;0;0
Boston Bruins;Kevan Miller\milleke03;D;59;1;13;0;0;0;0;0;0
Colorado Avalanche;Andrei Mironov\mironan01;D;10;1;2;0;0;0;0;0;0
Toronto Maple Leafs;Torrey Mitchell\mitchto01;C;56;5;5;0;0;0;0;0;0
Los Angeles Kings;Torrey Mitchell\mitchto01;C;45;5;5;0;0;0;0;0;0
Montreal Canadiens;Torrey Mitchell\mitchto01;C;11;0;0;0;0;0;0;0;0
Minnesota Wild;Zack Mitchell\mitchza01;AD;22;3;2;0;0;0;0;0;0
